CompanyName,CompanyRevenue,EmployeeHeadCount,CompanyIndustry,CompanySpecialties,CompanyType,Country,City,Timezone
Greenheck,1100,3200,Industrial Machinery Manufacturing,"Fans & Ventilators, Centrifugal & Vane Axial Fans, Energy Recovery Ventilators, Packaged Ventilation Systems, Make-up Air Units, Lab Exhaust Systems, Coils, Dampers, Louvers, Indoor Air Handlers, Tempered Air Products, Dedicated Outdoor Air Systems (DOAS), Fume Exhaust Systems, High Volume Low Speed (HVLS) Fans, Grilles, Registers and Diffusers (GRD)",Privately Held,United States,Schofield,EST
Grupo LAFISE,600,1900,Financial Services,"Banca, Seguros, Puestos de Bolsa, Banca de Inversión, Logística y Almacenaje, Servicios Fiduciarios",Privately Held,United States,Miami,EST
HALLIBURTON ENERGY SERVICES,18000,55000,Oil and Gas,,Public Company,United States,Houston,EST
HF Sinclair,14000,3000,Oil and Gas,,Public Company,United States,Dallas,EST
HII,7200,42000,Defense and Space Manufacturing,"SURFACE COMBATANTS, NUCLEAR-POWERED SUBMARINES, AIRCRAFT CARRIERS, AMPHIBIOUS WARSHIPS, U.S. COAST GUARD CUTTERS, UNMANNED SYSTEMS, INTEGRATED DIGITAL SHIPBUILDING, RCOH, AI, BIG DATA",Public Company,United States,Newport News,EST
HORNBECK OFFSHORE®,500,1400,"Transportation, Logistics, Supply Chain and Storage","Deepwater and Ultra-Deepwater Oil & Gas Exploration and Production, Subsea Construction, Installation & IRM Activities, Offshore Supply Vessels & Multi-Purpose Support Vessels, ROVs, Large Capacity Cranes, Winches & Reel Systems, Petroleum Transportation",Privately Held,United States,Covington,EST
HPE Aruba Networking,5000,6500,Information Technology & Services,"Networking, Wi-Fi, 802.11ac Wi-Fi, Remote networking, Multivendor network management",Public Company,United States,Santa Clara,EST
"Haas Automation, Inc.",1300,1800,Machinery Manufacturing,"CNC Vertical Machining Centers, CNC Horizontal Machining Centers, CNC Lathes/Turning Centers, CNC Rotary Tables and Indexers, 5-Axis CNC Machining Centers, CNC Mold Making Machining Centers, CNC Toolroom Machines, CNC Gantry Routers, Haas CNC Control",Privately Held,United States,Oxnard,EST
Hanesbrands Inc.,6800,63000,Consumer Goods,Consumer Goods,Public Company,United States,Winston-Salem,EST
Harland Clarke Customer Engagement Solutions,900,3000,Financial Services,"Payment Solutions, Marketing Services, Check Programs, Cards, Analytics, Deposit Acquisition, Loan Acquisition, Customer Engagement",Privately Held,United States,San Antonio,EST
Harmony Public Schools,500,4000,Education Administration Programs,"STEM Focused K-12 Public Education, College Prep, STEM",Public Company,United States,Houston,EST
Harte Hanks,600,2400,Advertising Services,"Direct Marketing, Agency, Data Services, Database Marketing, Digital Marketing, Direct Mail, Fulfillment, Pharmaceutical Marketing, Retail Marketing, Social Media, Ecommerce, Customer Care, Demand Generation, CRM, Customer Experience (CX), B2B Marketing, Healthcare Marketing, Content & Creative Services, Strategy and Analytics, Logistics",Public Company,United States,Chelmsford,EST
Hasbro,5100,5800,Consumer Goods,"Play, Entertainment",Public Company,United States,Pawtucket,EST
Havertys Furniture,1200,3200,Furniture and Home Furnishings Manufacturing,,Public Company,United States,Atlanta,EST
Hawaii Pacific University,200,900,Higher Education,higher education,Educational Institution,United States,Honolulu,EST
Hawaiian Electric,3200,2900,Utilities,,Public Company,United States,Honolulu,EST
Haworth,2100,7500,Furniture,"Organic Workspaces®, Raised Floors, Movable Walls, Systems Furniture, Seating, Storage, Lighting, Wood Casegoods, Design, Manufacturing",Privately Held,United States,"Holland, Mi",EST
Herc Rentals,1500,4700,Construction,,Public Company,United States,Bonita Springs,EST
Hess Corporation,5800,1900,Oil & Energy,Exploration and Production,Public Company,United States,New York,EST
Hewlett-Packard,58000,49000,IT Services and IT Consulting,,Public Company,United States,Palo Alto,EST
Hexcel Corporation,1500,6200,Aviation and Aerospace Component Manufacturing,"Commercial Aerospace, Space and Defense, Composite Technology, Wind Energy, Industrial Applications, Prepregs, Carbon Fibers, Honeycomb, Adhesives, Engineered Core, Automotive, Technology",Public Company,United States,Stamford,EST
Hexion Inc.,2350,4500,Chemicals,,Privately Held,United States,Columbus,EST
Hill's Pet Nutrition,4290,2700,Manufacturing,"pet nutrition, pet food, dog, cat, veterinarian, nutrigenomics, nutrition, consumer packaged goods",Public Company,United States,Topeka,EST
Hillrom,2500,10000,Medical Equipment Manufacturing,"Smart Beds, Surfaces, Patient Monitoring, Patient Mobility, Patient Handling, Care Communications, Surgical Workflow, Precision Positioning, Non-Invasive Respiratory Therapy, SmartCare Services, Vision Screening, Diagnostics, Physical Exam, Diagnostic Cardiology, Surgical Access",Public Company,United States,Chicago,EST
Hillshire Brands,4000,9000,Food and Beverage Manufacturing,"Brand Building, Convenient Food, Innovation",Public Company,United States,Chicago,EST
Hilti North America,1500,3000,Construction,"Construction, Engineering, Sales, Tools, Software, Services",Privately Held,United States,Plano,EST
Hoag Health System,3200,6800,Hospitals and Health Care,"Orthopedics, Heart & Vascular, Women's Health, Neuroscience, Cancer, Cardiac Care, Critical Care, Sepsis, Respiratory Failure, Gastrointestinal, Stroke",Nonprofit,United States,Newport Beach,EST
Holiday Retirement,500,2000,Hospitality,"Independent Living, Retirement Living, Senior Housing, Senior Living, Assistant Living, Hospitality, Property Management",Privately Held,United States,Louisville,EST
Hollister Incorporated,1500,3100,Medical Equipment Manufacturing,"Ostomy Care, Continence Care, Critical Care",Privately Held,United States,Libertyville,EST
HollyFrontier,15000,3700,Oil and Gas,,Public Company,United States,Dallas,EST
HomeGoods - TJX Companies,12000,33000,Design Services,,Public Company,United States,Framingham,EST
Hubbell Incorporated,4100,19000,"Appliances, Electrical, and Electronics Manufacturing","manufacturing, LED lighting, Electrical, networking, structured wiring, power transmission, connector design, connection delivery, energy management, lighting, NEMA, NEC, BICSI, TIA, Electrical Safety, Industrial Connectivity, USGBC, Wiring Devices, lighting, residential lighting, IoT products",Public Company,United States,Shelton,EST
Hubbell Power Systems,4100,14000,"Appliances, Electrical, and Electronics Manufacturing","Anchoring/Foundations, Arresters, Bushings, Cable Accessories, Civil Construction, Connectors, Drain Systems, Enclosures, Fiberglass Construction, Insulators, Lineman Grade Tools, Pole Line Hardware, Switching, Truck Accessories",Public Company,United States,Columbia,EST
Hudson,1400,2500,Retail,Retail specialty stores in airports & transportation centers,Public Company,United States,East Rutherford,EST
Hypertherm Associates,700,1400,Manufacturing,"Plasma cutting, CAM nesting software, Waterjet cutting, Robotics, CNCs, Software solutions, SAAS, Finance, Research Technologies, Material Engineering, Mechanical engineering, Process engineering, Software engineers, CAD/CAM programers, Industrial Sales, Information systems, Information technology, Manufacturing Operations, Supply Chain, Reliability Engineer, Advanced Manufacturing, Operations",Privately Held,United States,Hanover,EST
Hyundai Motor America,9500,10700,Automotive,"Automotive, mobility, innovation",Privately Held,United States,Fountain Valley,EST
IBM iX,19000,10000,IT Services and IT Consulting,"Design, Experience, Strategy, Digital Transformation, Consulting, Digital Reinvention, Customer Experience, Design Thinking, Experience Design, Mobile, App Development, Business Consulting",Public Company,United States,Armonk,EST
ICI Pakistan Limited,750,1500,Chemical Manufacturing,"Life Sciences, Polyester Fibre, Soda Ash, Chemicals",Public Company,Pakistan,Karachi,PKT
IDEX Corporation,2500,7200,Machinery Manufacturing,"Our largest served markets include industrial infrastructure applications, health and science technologies, industrial and municipal fire and rescue, fluid and metering technologies, scientific fluidics ",Public Company,United States,Northbrook,EST
IEHP,1500,2000,Hospital & Health Care,"HMO Healthcare Insurance, managed care, Medicaid, Medi-Cal, Medicare",Nonprofit,United States,Rancho Cucamonga,EST
IFFCO Group,1200,4500,Food and Beverage Manufacturing,"Manufacturing, Trading, Distribution, Beverages, Confectionery, Ice Cream, Chocolate, Oils & Fats, Personal Care, Flour, Packaging, Culinary, Biscuits, Pasta, Fresh Poultry & Eggs, Bakery Ingredients, Frozen Foods, Out of Home Products & Services, Industrial, Oleo Chemicals, Snacks, Wafers, Animal Nutrition, Plant based",Privately Held,United Arab Emirates,Dubai,GST
Impetus,500,2300,Information Technology & Services,"Big Data, Data Warehouse Modernization, Data Analytics, Big Data Analytics, Data Science, Big Data Consulting, Big Data Implementation, workload transformation, real time analytics",Privately Held,United States,Los Gatos,EST
Incora,1200,1500,Truck Transportation,,Privately Held,United States,Fort Worth,EST
Indegene,300,3200,Management Consulting,"Analytics, Technology, Operations, Medical Affairs, Multichannel Marketing, Regulatory Affairs, Creative Solutions, Pharmacovigilance, Drug Safety, Pharma Branding, Medical Devices, Medical Communication, Medical Information Management, Pharma Marketing, Promotional Literature Review",Privately Held,United States,Princeton,EST
Indorama Ventures: Indovinya,2300,5800,Chemical Manufacturing,,Public Company,United States,The Woodlands,EST
Indorama Ventures: Integrated Oxides & Derivatives,4200,3200,Chemical Manufacturing,,Public Company,United States,The Woodlands,EST
"Ingalls Shipbuilding, a Division of HII",5000,12000,Shipbuilding,"San Antonio Class LPDs, America Class LHAs, Arleigh Burke Class DDGs, National Security Cutters",Public Company,United States,Pascagoula,EST
Ingredion Incorporated,6000,11000,Food and Beverage Services,"Food and Beverage Sweeteners, Personal Care, Food and Beverage Starches, Green Solutions, Health & Nutrition, Pharmaceutical, Industrial, Animal Nutrition and Co-Products, Ingredient Solutions, Corregating",Public Company,United States,Westchester,EST
"Intelligent Image Management, Inc. (IIMI) USA",200,1400,Outsourcing and Offshoring Consulting,"BPO, Offshore Outsourcing, Data Entry & Conversion, Accounting and Bookkeeping Support, Document & Records Management, Litigation Support, Medical Claims Processing, Data Conversion, Microfilm Digitization, Software Development",Privately Held,United States,Henderson,EST
Intelsat,500,1100,Telecommunications,"Satellite Services, Telecommunications, Media and Network Services",Public Company,United States,Mclean,EST
International Justice Mission,100,600,Non-profit Organizations,"Human Rights, Anti-slavery, Justice, Legal Aid",Nonprofit,United States,Arlington,EST
Invacare Corporation,1000,4200,Medical Equipment Manufacturing,,Public Company,United States,Elyria,EST
Iris Software Inc.,940,3200,Information Technology & Services,"Application Development, Application Maintenance and Support, Testing and Quality Assurance, Mobile Applications Development, Cloud Solutions, Product Development, Professional Services, Software Engineering, Data & Analytics, Intelligent Automation",Privately Held,United States,Edison,EST
Irvine Company,2000,4600,Real Estate,"Real Estate Investment, Resort Properties, Retail Properties, Apartment Communities, Office Properties, Master Planning and Development, Homebuilding, Property Management",Privately Held,United States,Newport Beach,EST
Iusacell,750,1500,Telecommunications,"Telecomunicaciones, Internet Móvil, Telefonía Celular, Localización, Soluciones Integrales de Comunicación para Empresas",Privately Held,Mexico,Mexico City,CST
"J. J. Keller & Associates, Inc.",500,1400,Business Consulting and Services,"Mobile & Cloud Solutions, Onsite Consulting & Driver Training, ELDs, Dash Cams and Vehicle Tracking, Managed Services, Digital & Printed Publications, Online Training & Related Materials, Safety Supplies & J. J. Keller® SAFEGEAR® PPE",Privately Held,United States,Neenah,EST
J.R. Simplot Company,6000,10000,Food Production,agriculture,Privately Held,United States,Boise,EST
JAFRA Cosmetics International,500,1300,Personal Care Product Manufacturing,"Direct Selling, Cosmetics, Beauty, makeup, fragrance, skincare, bath and body, beauty consultant, entrepreneurship, women, women empowerment",Public Company,United States,Thousand Oaks,EST
JE Dunn Construction,3100,3500,Construction,"construction management, design-build, building information modeling, program management, self-perform concrete and masonry, CM at Risk, General contracting, Mission Critical, Healthcare, Advanced Industries, Virtual Design and Construction",Privately Held,United States,Kansas City,EST
"JELD-WEN, Inc.",4200,23000,Wholesale Building Materials,"Windows, Exterior Doors, Interior Doors, Patio Doors, Exterior Trim and Panels, Building Products, Manufacturing, Architectural Design, Product Engineering, Commercial Design",Public Company,United States,Charlotte,EST
James Hardie,2700,3000,Building Materials,"fiber cement siding, fiber cement trim, home renovation, home remodeling, backerboard, house siding, house trim, exterior siding, exterior trim, building products, engineering, supply chain, research and development, sales, marketing, fiber cement manufacturing, finance, accounting, exterior home design, manufacturing",Public Company,United States,Chicago,EST
Janus Henderson Investors,1200,2300,Financial Services,"Fund Management, Equity Investment, Fixed Income Investment, Property Investment, Private Equity",Public Company,United Kingdom,Denver,GMT
Jared the Galleria of Jewelry,1100,2400,Retail Luxury Goods and Jewelry,,Public Company,United States,Akron,EST
Jarir Bookstore,2200,3000,Retail,,Public Company,Saudi Arabia,Riyadh,AST
"Jeppesen, a Boeing Company",400,3100,Airlines and Aviation,Jeppesen creates electronic and paper charting and offers operational support for the aviation and marine industries.  Jeppesen also provides logistical assistance to land-based operators.,Privately Held,United States,Denver,EST
Johns Hopkins Aramco Healthcare (JHAH),200,3200,Hospital & Health Care,,Partnership,Saudi Arabia,Dhahran,AST
Johns Hopkins Bayview Medical Center,2100,3200,Hospitals and Health Care,,Nonprofit,United States,Baltimore,EST
Johns Hopkins Health Plans,1200,3000,Hospitals and Health Care,"Medicare, Medicaid, Tricare, Population Health, Employer Health",Privately Held,United States,Hanover,EST
Johns Hopkins Medicine,8300,41000,Hospitals and Health Care,Patient Care,Nonprofit,United States,Baltimore,EST
Johnsonville,1400,2400,Food and Beverage Manufacturing,"""Family Owned Since 1945""​",Privately Held,United States,Sheboygan Falls,EST
Jordan Kuwait Bank,400,2000,Banking,,Public Company,Jordan,Amman,Asia/Amman
Joyson Safety Systems,7500,50000,Motor Vehicle Manufacturing,,Privately Held,United States,Auburn Hills,EST
Julphar,900,4600,Pharmaceutical Manufacturing,"Pharmaceuticals, Generics, Manufacturing, Insulin, Biotechnology, Biopharmaceuticals, Diabetes, Consumer Care, Pain Management, OTC, Innovation, R&D, Research & Development, Healthcare, UAE, MEA, Middle East, Pharma, Pharmacological",Public Company,United Arab Emirates,Ras Al Khaimah,GST
K-Electric,3300,10500,Oil & Energy,"Electricity Generation, Transmission and Distribution",Public Company,Pakistan,Karachi,PKT
"KARL STORZ Endoscopy-America, Inc.",1500,3200,Medical Equipment Manufacturing,"Design, Engineering, Manufacturing, Sales & Support",Privately Held,United States,El Segundo,EST
KARL STORZ United States,1100,2800,Medical Equipment Manufacturing,"Design, Engineering, Manufacturing, Sales & Support, Medical Devices",Privately Held,United States,El Segundo,EST
KATERRA,3000,8000,Construction,"Innovation, Design, Logistics, Sourcing, Architecture, Supply Chain, Manufacturing, Technology, Construction, Engineering, Efficiency, Job-site Integration, Cross Laminated Timber, Interior Design, Renovation, Material Supply, Labor Management",Privately Held,United States,Menlo Park,EST
KAUST (King Abdullah University of Science and Technology),1300,8000,Higher Education,"Higher Education, Research",Educational Institution,Saudi Arabia,Thuwal,AST
KPMG In Pakistan,600,2100,Accounting,,Partnership,Pakistan,Karachi,PKT
KPMG Lower Gulf,1400,1800,Accounting,"Audit, Tax, Advisory, KPMG Business Academy",Privately Held,United Arab Emirates,Dubai,GST
Kellanova,700,2500,Food and Beverage Manufacturing,,Public Company,United States,Chicago,EST
Kennametal,2200,9000,Machinery Manufacturing,"metalworking, aerospace tooling, Machining, Drilling, Mining, Construction, Ceramics, automotive tooling, carbide",Public Company,United States,Pittsburgh,EST
Kerzner International,800,8000,Hospitality,"Hospitality, Leisure",Privately Held,United Arab Emirates,Dubai,GST
Keyloop,700,1500,Software Development,,Privately Held,United Kingdom,Reading,GMT
Keystone Foods,3000,11000,Food and Beverage Manufacturing,"Proteins Processing, Leadership in Food Safety and Quality, KEYSTAR CSR Program, Global Reach, Product Innovation",Public Company,United States,West Chester,EST
Khidmah,300,1500,Facilities Services,"Integrated Facility Management, Maintenance Solutions, Landscaping Solutions, Cleaning Solutions, Hospitality Solutions, Pest Control, MEP Services, Concierge Services, Professional and Certified Lifeguard Services, First Aid and Lifeguard Training Consultancy and Management",Sole Proprietorship,United Arab Emirates,Abu Dhabi,GST
Kleinfelder,900,2000,Civil Engineering,"Architecture & Design, Facility/Operations Compliance, Construction Engineering & Testing, Geotechnical/Geologic Engineering, Design Engineering, Environmental Sciences & Engineering, Bridge Engineering, Risk Management, Sustainability, Water/Wastewater Science & Engineering, Program Management, Construction Management, Process, Mechanical & Electrical Engineering, Oil & Gas, Wastewater Infrastructure, Water Resources, Stormwater, Transportation, Commercial & Industrial Facilities, Power",Privately Held,United States,San Diego,EST
Kloeckner Metals - Americas,2900,2500,Mechanical Or Industrial Engineering,,Public Company,United States,Roswell,EST
Knights of Columbus,4200,1750,Financial Services,"Disability Income Insurance, Whole Life, Term Life, Long Term Care insurance, Annuities, Charity",Nonprofit,United States,New Haven,EST
Komatsu North America,5300,5700,Machinery Manufacturing,"Contruction, Mining and Forestry Equipment, Material handling",Public Company,United States,Chicago,EST
Kona Grill,300,2200,Restaurants,"Sushi, American Grill, Happy Hour, Reverse Happy Hour, Best of...",Public Company,United States,Scottsdale,EST
"Konica Minolta Business Solutions U.S.A., Inc.",3000,7500,Software Development,"Multifunction Printers (MFP), Digital Press, Workflow Solutions, IT Services, Technology Optimization, Enterprise Content Management (ECM), Security and Compliance, Cloud Services, Mobility, Optimized Print Services (MPS), Printing, Print Production, Industrial Printing, Packaging, Business Solutions, Industry Solutions, Intelligent Information Management, Help Desk, Video Surveillance, Digital Transformation, Cloud",Public Company,United States,Ramsey,EST
Kraton Corporation,1900,2000,Chemical Manufacturing,,Privately Held,United States,The Woodlands,EST
"Kwik Trip, Inc.",7500,24000,Retail,"Convenience Retail/Wholesale, petroleum, distribution center, warehouse, dairy",Privately Held,United States,La Crosse,EST
L.A. Care Health Plan,3200,1900,Hospitals and Health Care,"HMO, Health Information Technology, Healthcare Insurance, Community Health",Nonprofit,United States,Los Angeles,EST
LG Electronics North America,13000,5000,Computers and Electronics Manufacturing,"Consumer Electronics, Home Appliances, Air Conditioning, Home Entertainment, Mobile Communications, Solar, Display Technology, and B2B Products",Public Company,United States,Englewood Cliffs,EST
Lands'​ End,1550,5000,Apparel & Fashion,"Retail, Direct Sales, Catalog, Digital, Apparel and Fashion",Public Company,United States,Dodgeville,EST
Langan Engineering & Environmental Services,700,1200,Civil Engineering,"Geotechnical, Site/Civil and Environmental Engineering, Transportation/Traffic Engineering, Surveying, 3D Laser Scanning, and BIM, Cultural Resources, Natural Resources Assessments/Permitting, Landscape Architecture + Planning, GIS/Data Management Services",Privately Held,United States,Parsippany,EST
Le Bonheur Children's Hospital,900,3100,Hospitals and Health Care,"Pediatrics, Cardiology, Neonatology, Critical Care Medicine, Nephrology, Neurology, Orthopedics, Urology, Pulmonology, Gastroenterology",Nonprofit,United States,Memphis,EST
Leggett & Platt,4200,22000,Furniture and Home Furnishings Manufacturing,"Automotive, Adjustable Beds, Bedding, Home Furniture, Work Furniture, Aerospace, Machinery, Flooring Products, Wire, Foam, Hydraulic Cylinders",Public Company,United States,Carthage,EST
"Legrand, North America",5000,13000,"Appliances, Electrical, and Electronics Manufacturing",,Public Company,United States,West Hartford,EST
LensCrafters,2500,12000,Retail Apparel and Fashion,"eyewear, eye care, retail, glasses, optometrist, optician, marketing, finance, real estate, information technology, accounting, sales",Public Company,United States,Cincinnati,EST
Leonardo DRS,2200,7100,Defense and Space Manufacturing,"Information Technology, Defense, Intelligence, Aviation, Security, Surveillance, Power, Cyber Security, Infrared, Engineering, Innovation, STEM, Naval Systems, Maritime Systems, Satellite Communications, Network Infrastructure",Public Company,United States,Arlington,EST
Leprino Foods,3200,4000,Food and Beverage Manufacturing,"dairy ingredients, mozzarella, cream, lactose, whey protein concentrate, provolone, reduced-fat Monterey jack and cheddar, wheyproteinisolate",Privately Held,United States,Denver,EST
Lexington Medical Center,3800,8000,Hospital & Health Care,"Heart Center, Women's Services, Cancer Center, Orthopaedics, Birth Center, Family Medicine, Urgent Care, General Surgery, Alzheimer's Care, Occupational Health, Weight-Loss Surgery, Emergency Medicine, Urgent Care, Health and Wellness",Nonprofit,United States,West Columbia,EST
Libbey,750,6100,Consumer Services,"Glassware, Dinnerware, Flatware, Serveware, beverageware, Tableware",Privately Held,United States,Toledo,EST
Lidl US,22000,29000,Retail,"Private Label, Grocery, Retail, Bakery, Low Prices, High Quality",Privately Held,United States,Arlington,EST
Lids,800,4200,Retail,"Multi-Channel Retailer, All-Inclusive Team Sports Distributor, Custom Embroidery/Screen Printing, Branding Solutions",Privately Held,United States,Indianapolis,EST
Life Technologies,3500,10000,Biotechnology Research,"Invitrogen, Applied Biosystems, Biotechnology tools and solutions, Sequencing, Reagents, Assays and kits, Benchtop, PCR instruments and consumables, Cloning and gene synthesis, Genome editing, Exosomes, Transfection, Protein expression and analysis, Cell media",Public Company,United States,Waltham,EST
Lincoln Electric,3500,11000,Machinery Manufacturing,"Welding Consumables, Plasma Cutting Equipment, Welding Education, Technical Training & Seminars, Robotic Welding Automation, Weld Fume Control Solutions, Welding Safety Apparel, Welding Equipment, Welding Information Systems",Public Company,United States,Cleveland,EST
Lionbridge,750,6000,Translation and Localization,"Translation, Localization, Global Marketing, Product Engineering Services, Technical Writing, eLearning Services, Interpretation, Global Testing",Privately Held,United States,Waltham,EST
Lionbridge Technologies,750,6000,Translation and Localization,"Traducción, Localización, Global Marketing, eLearning",Privately Held,United States,Waltham,EST
Lionsgate,4000,900,Entertainment,"Film & Television Production and Distribution, Entertainment, Movies, TV, Home Entertainment, Channels",Public Company,United States,Santa Monica,EST
Louisiana-Pacific Corporation,3200,4300,Wholesale Building Materials,,Public Company,United States,Nashville,EST
Lupin Pharmaceuticals,2300,18000,Pharmaceutical Manufacturing,,Privately Held,United States,Baltimore,EST
MAGRABi Retail Group,300,1500,Retail Luxury Goods and Jewelry,"Luxury, Eyewear, Fashion, Lifestyle, Sunglasses, Eyeglasses, Contact Lenses, Ophthalmic Lenses, Accessories, Design, Retail, Innovation, Eye Care, Optical, Customization, Specialty Gifts, Personalization, Styling, Experiential Marketing, Customer Service",Privately Held,United Arab Emirates,Dubai,GST
MKS Instruments,2200,6200,Semiconductor Manufacturing,,Public Company,United States,Andover,EST
MOD Pizza,400,7500,Restaurants,Specializing in individual artisan-style pizzas and salads,Privately Held,United States,Bellevue,EST
MSA - The Safety Company,1400,4200,Public Safety,"Safety Product Manufacturing, Gas and Flame Detection, Head Protection, Fall Protection, Respiratory Protection, Eye/Face/Hearing Protection, Thermal Imaging Cameras, Safety Training, Personal Protective Equipment",Public Company,United States,Cranberry Township,EST
MSC Industrial Supply Co.,3300,6500,Wholesale,"Distribution, Maintenance, Repair & Operations (MRO) Solutions, Metalworking Solutions & Expertise, ControlPoint Inventory Management Technology Solutions, Supply Chain Expertise & Services, Facility Management, Inventory Management Services, Manufacturing",Public Company,United States,Davidson,EST
MSX International,1400,6000,Business Consulting and Services,"automotive industry, sales distribution, warranry management, customer engagement, technical publications, learning, technical information, data and insights, aftersales, repair optimisation, retail business tranformation, Consumer Experience, sales performance, EVs , new agency models",Privately Held,United States,Detroit,EST
MTS Systems Corporation,700,3000,Industrial Machinery Manufacturing,"Engineering, Test Systems, Design, Manufacturing, Materials Testing",Public Company,United States,Eden Prairie,EST
Madewell,1200,3000,Retail Apparel and Fashion,"retail, jeans, specialty apparel, denim",Privately Held,United States,New York,EST
Magic Leap,500,1000,Consumer Electronics,,Privately Held,United States,Plantation,EST
Magrabi Hospitals & Centers,900,3200,Hospitals and Health Care,"Ophthalmology, ENT, Dentistry",Privately Held,Saudi Arabia,Jeddah & Mecca,AST
Makino,1500,3400,Machinery Manufacturing,"Horizontal Machining Centers, Vertical Machining Centers, Wire EDMs, Sinker EDMs, 5-Axis Machining Centers, Engineering Services, Grinding, Die and Mold, Die & Mould, Tooling, Part Processing, Automation Processes, Tool Changers, Technical Solutions, Smart Machines, Spindles, Automated Cells & Systems, RAM EDM, Automation, Turnkey, Manufacturing Processes, Software, Digital Technologies, Manufacturing, Component Processing",Privately Held,United States,Mason,EST
Marathon Oil Corporation,5400,2300,Oil and Gas,"Exploration, Production",Public Company,United States,Houston,EST
Marlabs LLC,300,1500,IT Services and IT Consulting,"Cloud  Computing, SAP, Mobility, Oracle, Analytics, Application Development, Microsoft, Infrastructure Services, Java, Cyber Security, Testing Services, Product Engineering, Digital Asset Management, Consulting Services, Internet of Things, HANA, Salesforce, Agile Development, Artificial Intelligence, Big Data, Business Intelligence, Cloud Computing, Cognitive Science, Customer Experience, Data Analysis, Data Science, DevOps, Information Engineering, Information Technology, Infrastructure as a Service, IoT, Machine Learning, Network Security, Predictive Analytics, Technology Consulting, Digital360, Digital Transformation, Digital Product Engineering, Digital Automation, Enterprise Analytics, Digital Security, Digital User Experience, Application Prototyping, Software Co-Creation, Rapid Digitization, Intent-Intelligence, Blockchain, Machine Reasoning, Natural Language Generation, Natural Language Processing, Data Analysis, Digital Customer Experience",Privately Held,United States,Piscataway,EST
Matthews International,1500,5800,Manufacturing,"Manufacturing, Marketing, Branding, Packaging, Marking, Funeral Services, Printing, Automation",Public Company,United States,Pittsburgh,EST
Mavenir,1100,4100,Software Development,"Mobile Core, Radio Access Network, Packet Compute, Advanced Services, RCS, VoLTE, Business Messaging, 4G/5G Networks, OpenRAN, 5G Core, IMS Core, 5G",Privately Held,United States,Richardson,EST
McCormick & Company,6300,13000,Food Production,,Public Company,United States,Hunt Valley,EST
McLarens,300,1200,Insurance,"Global Claims Services, Casualty loss adjusting, Property loss adjusting, Aviation loss adjusting, Technical loss adjusting, FAJ & Specie loss adjusting, Marine loss adjusting, Natural Resources loss adjusting, Agricultural loss adjusting, TPA Services, Forensic Engineering, Forensic Fire Investigation, Environmental Services, Construction Defect Analysis, Industrial Loss Services",Privately Held,United States,Peachtree Corners,EST
Mediclinic Middle East,800,4200,Hospitals and Health Care,Healthcare & Hospitals,Public Company,United Arab Emirates,Dubai,GST
Methodist Le Bonheur Healthcare,2000,13000,Hospitals and Health Care,"Cardiology, Neuroscience, Transplants, Maternity, Nursing, Cancer Care, Behavioral Health, Diabetes & Endocrinology, Hospice Care, Imaging & Diagnostic Services, Faith & Health, Orthopedics, Vascular & Endovascular Surgery, Women’s Health, Primary Care",Nonprofit,United States,Memphis,EST
MetricStream,300,1900,Software Development,"GRC, Corporate Governance, Enterprise Risk Management, Internal Audits, Quality Management, Supply Chain Governance, Third-party Management, Vendor/3rd party Risk Management, Compliance Management, IT GRC, SOX Compliance, Policy and Document Management, Case/Incident Management, Risk Management, Audit Management, GDPR, Survey Management",Privately Held,United States,San Jose,EST
Microtel Inn & Suites by Wyndham,500,2000,Hospitality,,Public Company,United States,Parisppany,EST
MillerCoors,7500,6100,Food and Beverage Services,"Beer, Adult Beverage, Consumer Goods",Public Company,United States,Chicago,EST
Milliken & Company,3000,7200,Industrial Machinery Manufacturing,"Specialty Chemicals, Performance Solutions™ by Milliken, Floor Covering, Manufacturing, Textiles, Healthcare",Privately Held,United States,Spartanburg,EST
Minneapolis Public Schools,1400,6400,Education Administration Programs,,Educational Institution,United States,Minneapolis,EST
Mintz,500,1200,Law Practice,"Antitrust & Federal, Bankruptcy, Communications, Consumer Products, Corporate & Securities, Energy & Clean Tech, Environmental, Government, Health, Immigration, IP, International, Litigation, Private Client, Public Finance, Real Estate, Tax, Employment",Privately Held,United States,Boston,EST
"Mission Technologies, a division of HII",1500,3200,Defense and Space Manufacturing,,Public Company,United States,Mclean,EST
Missouri Baptist Medical Center,500,3000,Hospitals and Health Care,"Cardiac, Oncology, Gastrointestinal, Orthopedic, Neurology & Spine, Women's Health",Nonprofit,United States,St. Louis,EST
Mobile Mini Solutions,1500,2000,Packaging and Containers Manufacturing,"Lease Portable Storage Containers, Secure On-site Storage, Secure Storage, Storage Containers, Specialty Containment",Public Company,United States,Phoenix,EST
Modine Manufacturing Company,2200,5300,Manufacturing,,Public Company,United States,Racine,EST
Moen Incorporated,1200,2300,Wholesale Building Materials,Building / Remodel Manufacturing,Public Company,United States,North Olmsted,EST
Molson Coors Beverage Company,10700,17000,Food and Beverage Services,"Beer, Marketing, Sales, Supply Chain",Public Company,United States,Chicago,EST
Monster Energy,4200,3100,Food & Beverages,,Public Company,United States,Corona,EST
