AccountID,CompanyName,Company Revenue in millions,EmployeeHeadCount,CompanyIndustry,CompanySpecialties,CompanyType,Country,City,Timezone
6160,ICI Pakistan Limited,750,1500.0,Chemical Manufacturing,"Life Sciences, Polyester Fibre, Soda Ash, Chemicals",Public Company,Pakistan,Karachi,PKT
6170,IDEX Corporation,2500,7200.0,Machinery Manufacturing,"Our largest served markets include industrial infrastructure applications, health and science technologies, industrial and municipal fire and rescue, fluid and metering technologies, scientific fluidics ",Public Company,United States,Northbrook,EST
6180,IEEE Computer Society,100,500.0,Research Services,"Technology Research, AI, Virtual Reality, CyberSecurity, ComputerVision, Conferences, Publications, IoT, career development, bioinfomatics, quantum computing, cloud computing, big data, webinars, computing, tech conferences",Nonprofit,United States,Los Alamitos,EST
6190,IEHP,1500,2000.0,Hospital & Health Care,"HMO Healthcare Insurance, managed care, Medicaid, Medi-Cal, Medicare",Nonprofit,United States,Rancho Cucamonga,EST
6200,IFFCO Group,1200,4500.0,Food and Beverage Manufacturing,"Manufacturing, Trading, Distribution, Beverages, Confectionery, Ice Cream, Chocolate, Oils & Fats, Personal Care, Flour, Packaging, Culinary, Biscuits, Pasta, Fresh Poultry & Eggs, Bakery Ingredients, Frozen Foods, Out of Home Products & Services, Industrial, Oleo Chemicals, Snacks, Wafers, Animal Nutrition, Plant based",Privately Held,United Arab Emirates,Dubai,GST
6210,IMA Automation North America,200,800.0,Machinery Manufacturing,"Assembly Automation, Manual & Semi-automatic Assembly Systems, Inspection and test systems, System integration, ISO9001:2015",Privately Held,United States,Loves Park,CST
6220,INEOS Styrolution America LLC,3000,2500.0,Chemical Manufacturing,"Styrene Monomer, Terblend® N, Terblend® S, Absolan®, Luran®, Luran® S, Luran® SC, General-Purpose & High-Impact Polystyrene, Styrolux®, Styroflex®, Novodur®, Novodur® High Heat, Terluran®, Terlux®, CLEARBLEND®, NAS®, ZYLAR®",Privately Held,United States,Aurora,EST
6230,IWC Group,100,400.0,Chemical Manufacturing,"Water Treatment, Disinfection, Surface Water, Commercial Pools, Drinking Water, Water sanitation, Cyanobacteria, Chlorination, Legionella",Privately Held,United States,Alpharetta,EST
6240,Ideas2IT Technologies,30,200.0,Software Development,"BigData, Node.js, Java, FrontEnd, Angular.js, Mobile Applications, Chatbot, Data Science, Internet of things, Blockchain, Machine learning, Artificial Intelligence, IIoT, Web3, NFT, Metaverse",Privately Held,United States,Plano,EST
6250,Impetus,500,2300.0,Information Technology & Services,"Big Data, Data Warehouse Modernization, Data Analytics, Big Data Analytics, Data Science, Big Data Consulting, Big Data Implementation, workload transformation, real time analytics",Privately Held,United States,Los Gatos,EST
6260,InEight,100,400.0,Software Development,"Construction Cost Estimating, Quote Management, Bid Closeout & Tendering, Budgeting & Forecasting, Capital Project & Portfolio Planning, Risk & Confidence Management, Contract Life Cycle Management, Document Control, RFIs and Submittals, Project Correspondence, VDC Model Aggregation, BIM Design Coordination & Clash Detection, Model-based Takeoff, Advanced Work Packaging, Field Quantity Capture, Time Collection, Daily Logs, Environment, Health & Safety, QA/QC, Startup, Commissioning & Completions, Construction",Privately Held,United States,Scottsdale,EST
6270,Incora,1200,1500.0,Truck Transportation,,Privately Held,United States,Fort Worth,EST
6280,Indegene,300,3200.0,Management Consulting,"Analytics, Technology, Operations, Medical Affairs, Multichannel Marketing, Regulatory Affairs, Creative Solutions, Pharmacovigilance, Drug Safety, Pharma Branding, Medical Devices, Medical Communication, Medical Information Management, Pharma Marketing, Promotional Literature Review",Privately Held,United States,Princeton,EST
6290,Indorama Ventures: Indovinya,2300,5800.0,Chemical Manufacturing,,Public Company,United States,The Woodlands,EST
6300,Indorama Ventures: Integrated Oxides & Derivatives,4200,3200.0,Chemical Manufacturing,,Public Company,United States,The Woodlands,EST
6310,InfraRoad Trading & Contracting LLC,150,400.0,Construction,"ROADS, HIGHWAYS, BRIDGES, TUNNELS, WET & DRY UTILITIES, WATER & ENVIRONEMNT, ENERGY & INDUSTRY",Privately Held,Qatar,Lusail,AST
6320,"Ingalls Shipbuilding, a Division of HII",5000,12000.0,Shipbuilding,"San Antonio Class LPDs, America Class LHAs, Arleigh Burke Class DDGs, National Security Cutters",Public Company,United States,Pascagoula,EST
6330,Ingredion Incorporated,6000,11000.0,Food and Beverage Services,"Food and Beverage Sweeteners, Personal Care, Food and Beverage Starches, Green Solutions, Health & Nutrition, Pharmaceutical, Industrial, Animal Nutrition and Co-Products, Ingredient Solutions, Corregating",Public Company,United States,Westchester,EST
6340,Inovis,80,200.0,Software Development,"cloud services brokerage, EDI (Electronic Data Interchange), Integration Brokerage (B2B Managed Services), supplier management, B2B integration, data translation, data synchronization, managed services",Privately Held,United States,Gaithersburg,EST
6350,Inspire Communities,150,500.0,Real Estate,"Manufactured Housing Communities, Real Estate, Property Management, 55+ Communities, All Age Communities, Affordable Housing, Hospitality, Operations, Acquistions",Partnership,United States,Phoenix,EST
6360,"Intelligent Image Management, Inc. (IIMI) USA",200,1400.0,Outsourcing and Offshoring Consulting,"BPO, Offshore Outsourcing, Data Entry & Conversion, Accounting and Bookkeeping Support, Document & Records Management, Litigation Support, Medical Claims Processing, Data Conversion, Microfilm Digitization, Software Development",Privately Held,United States,Henderson,EST
6370,Intelsat,500,1100.0,Telecommunications,"Satellite Services, Telecommunications, Media and Network Services",Public Company,United States,Mclean,EST
6380,International Justice Mission,100,600.0,Non-profit Organizations,"Human Rights, Anti-slavery, Justice, Legal Aid",Nonprofit,United States,Arlington,EST
6390,International Relief and Development (IRD),100,500.0,Civil Engineering,,Nonprofit,United States,Arlington,EST
6400,Intrafusion by McKesson,150,500.0,Hospitals and Health Care,"Infusion Therapy, Clinical Research, Neurology, Rheumatology, Gastroenterology , Immunology",Public Company,United States,The Woodlands,EST
6410,Invacare Corporation,1000,4200.0,Medical Equipment Manufacturing,,Public Company,United States,Elyria,EST
6420,Iris Software Inc.,940,3200.0,Information Technology & Services,"Application Development, Application Maintenance and Support, Testing and Quality Assurance, Mobile Applications Development, Cloud Solutions, Product Development, Professional Services, Software Engineering, Data & Analytics, Intelligent Automation",Privately Held,United States,Edison,EST
6430,Irvine Company,2000,4600.0,Real Estate,"Real Estate Investment, Resort Properties, Retail Properties, Apartment Communities, Office Properties, Master Planning and Development, Homebuilding, Property Management",Privately Held,United States,Newport Beach,EST
6440,Iusacell,750,1500.0,Telecommunications,"Telecomunicaciones, Internet Móvil, Telefonía Celular, Localización, Soluciones Integrales de Comunicación para Empresas",Privately Held,Mexico,Mexico City,CST
6450,Ivoclar NA,300,1000.0,Medical Equipment Manufacturing,,Privately Held,United States,Amherst,EST
6460,"J. J. Keller & Associates, Inc.",500,1400.0,Business Consulting and Services,"Mobile & Cloud Solutions, Onsite Consulting & Driver Training, ELDs, Dash Cams and Vehicle Tracking, Managed Services, Digital & Printed Publications, Online Training & Related Materials, Safety Supplies & J. J. Keller® SAFEGEAR® PPE",Privately Held,United States,Neenah,EST
6470,J.R. Simplot Company,6000,10000.0,Food Production,agriculture,Privately Held,United States,Boise,EST
6480,JAFRA Cosmetics International,500,1300.0,Personal Care Product Manufacturing,"Direct Selling, Cosmetics, Beauty, makeup, fragrance, skincare, bath and body, beauty consultant, entrepreneurship, women, women empowerment",Public Company,United States,Thousand Oaks,EST
6490,JCB North America,4000,10000.0,Machinery Manufacturing,"Construction Equipment, Agricultural Equipment, Manufacturing, Engineering, Defense Equipment",Privately Held,United States,Pooler,EST
6500,JE Dunn Construction,3100,3500.0,Construction,"construction management, design-build, building information modeling, program management, self-perform concrete and masonry, CM at Risk, General contracting, Mission Critical, Healthcare, Advanced Industries, Virtual Design and Construction",Privately Held,United States,Kansas City,EST
6510,"JELD-WEN, Inc.",4200,23000.0,Wholesale Building Materials,"Windows, Exterior Doors, Interior Doors, Patio Doors, Exterior Trim and Panels, Building Products, Manufacturing, Architectural Design, Product Engineering, Commercial Design",Public Company,United States,Charlotte,EST
6520,JW Marriott Austin,60,400.0,Hospitality,"customer service, Event management, sales, operations, catering, event planning, hospitality, travel, marketing",Privately Held,United States,Austin,EST
6530,Jahanpars Company,50,150.0,Construction,,Privately Held,Iran,Tehran,IRST
6540,Jaidah Group,1000,5000.0,Retail,"Automotive, Electrical Supplies, Equipment, Furniture, Telecommunications, Interior Design, Oil & Gas, Real Estate, Energy, Industrial Supplies, Lubricants",Privately Held,Qatar,Doha,AST
6550,Jamal Al-Ghurair Group of Companies,500,3000.0,Manufacturing,"Building Materials, Gypsemna, Porcellan, JAG Estates, Manufacturing, Logistics",Privately Held,United Arab Emirates,Dubai,GST
6560,James Hardie,2700,3000.0,Building Materials,"fiber cement siding, fiber cement trim, home renovation, home remodeling, backerboard, house siding, house trim, exterior siding, exterior trim, building products, engineering, supply chain, research and development, sales, marketing, fiber cement manufacturing, finance, accounting, exterior home design, manufacturing",Public Company,United States,Chicago,EST
6570,Janus Henderson Investors,1200,2300.0,Financial Services,"Fund Management, Equity Investment, Fixed Income Investment, Property Investment, Private Equity",Public Company,United Kingdom,Denver,GMT
6580,Jared the Galleria of Jewelry,1100,2400.0,Retail Luxury Goods and Jewelry,,Public Company,United States,Akron,EST
6600,Jarir Bookstore,2200,3000.0,Retail,,Public Company,Saudi Arabia,Riyadh,AST
6610,Jarvis Property Restoration,50,200.0,Construction,"Water Damage Restoration, Fire clean-up & Restoration, Mold Remediation, Cap/Ex, Demolition, Construction, Emergency Services, Board-up, Commerical & Industrial Buildings, Pre-Disaster Planning, Trauma Clean-up, Full Service Painting, Document/Electronic Restoration, Vehicle Impact, Storm Damage Retoration and Repair, Equipment/Generator Rental",Privately Held,United States,Harrison Township,EST
6620,Jazz Semiconductor,300,1000.0,Semiconductor Manufacturing,"Power Management, SiGe, RF CMOS, NVM",Public Company,United States,Newport Beach,EST
6630,"Jeppesen, a Boeing Company",400,3100.0,Airlines and Aviation,Jeppesen creates electronic and paper charting and offers operational support for the aviation and marine industries.  Jeppesen also provides logistical assistance to land-based operators.,Privately Held,United States,Denver,EST
6640,Johns Hopkins Aramco Healthcare (JHAH),200,3200.0,Hospital & Health Care,,Partnership,Saudi Arabia,Dhahran,AST
6650,Johns Hopkins Bayview Medical Center,2100,3200.0,Hospitals and Health Care,,Nonprofit,United States,Baltimore,EST
6660,Johns Hopkins Health Plans,1200,3000.0,Hospitals and Health Care,"Medicare, Medicaid, Tricare, Population Health, Employer Health",Privately Held,United States,Hanover,EST
6670,Johns Hopkins Howard County Medical Center,300,1000.0,Hospitals and Health Care,,Nonprofit,United States,Columbia,EST
6680,Johns Hopkins Intrastaff,200,500.0,Hospitals and Health Care,,Public Company,United States,Lutherville,EST
6690,Johns Hopkins Medicine,8300,41000.0,Hospitals and Health Care,Patient Care,Nonprofit,United States,Baltimore,EST
6700,Johnsonville,1400,2400.0,Food and Beverage Manufacturing,"""Family Owned Since 1945""​",Privately Held,United States,Sheboygan Falls,EST
6710,Jordan Kuwait Bank,400,2000.0,Banking,,Public Company,Jordan,Amman,Asia/Amman
6720,Joyson Safety Systems,7500,50000.0,Motor Vehicle Manufacturing,,Privately Held,United States,Auburn Hills,EST
6730,Juffali Technical Equipment Company,100,300.0,Retail,"Power Tools, Hand Tools, Cleaning Equipment, Wheel Alignment, Generators, forklifts, Air Compressors, Vehicles Lifts, Automotive Equipments, Skid Loaders, Gardening Equipment",Public Company,Saudi Arabia,Jeddah,AST
6740,Julphar,900,4600.0,Pharmaceutical Manufacturing,"Pharmaceuticals, Generics, Manufacturing, Insulin, Biotechnology, Biopharmaceuticals, Diabetes, Consumer Care, Pain Management, OTC, Innovation, R&D, Research & Development, Healthcare, UAE, MEA, Middle East, Pharma, Pharmacological",Public Company,United Arab Emirates,Ras Al Khaimah,GST
6750,K-Electric,3300,10500.0,Oil & Energy,"Electricity Generation, Transmission and Distribution",Public Company,Pakistan,Karachi,PKT
6760,"KARL STORZ Endoscopy-America, Inc.",1500,3200.0,Medical Equipment Manufacturing,"Design, Engineering, Manufacturing, Sales & Support",Privately Held,United States,El Segundo,EST
6770,KARL STORZ United States,1100,2800.0,Medical Equipment Manufacturing,"Design, Engineering, Manufacturing, Sales & Support, Medical Devices",Privately Held,United States,El Segundo,EST
6780,KATERRA,3000,8000.0,Construction,"Innovation, Design, Logistics, Sourcing, Architecture, Supply Chain, Manufacturing, Technology, Construction, Engineering, Efficiency, Job-site Integration, Cross Laminated Timber, Interior Design, Renovation, Material Supply, Labor Management",Privately Held,United States,Menlo Park,EST
6790,KAUST (King Abdullah University of Science and Technology),1300,8000.0,Higher Education,"Higher Education, Research",Educational Institution,Saudi Arabia,Thuwal,AST
6800,KLX Energy Services,700,2200.0,Oil and Gas,"Wireline Services, Thru Tubing Services, Fishing Services, Surface Facilities and Equipment, Pressure Control Services, Downhole Technology and Tools, Engineered Products, Project Consulting, Research and Development",Public Company,United States,Houston,EST
6810,KPMG In Pakistan,600,2100.0,Accounting,,Partnership,Pakistan,Karachi,PKT
6820,KPMG Lower Gulf,1400,1800.0,Accounting,"Audit, Tax, Advisory, KPMG Business Academy",Privately Held,United Arab Emirates,Dubai,GST
6830,KRONOS INTERNATIONAL INC.,1000,5000.0,Chemical Manufacturing,,Privately Held,Germany,Leverkusen,CET
6840,Kellanova,700,2500.0,Food and Beverage Manufacturing,,Public Company,United States,Chicago,EST
6850,Kennametal,2200,9000.0,Machinery Manufacturing,"metalworking, aerospace tooling, Machining, Drilling, Mining, Construction, Ceramics, automotive tooling, carbide",Public Company,United States,Pittsburgh,EST
6860,Kerzner International,800,8000.0,Hospitality,"Hospitality, Leisure",Privately Held,United Arab Emirates,Dubai,GST
6870,Keyloop,700,1500.0,Software Development,,Privately Held,United Kingdom,Reading,GMT
6880,Keystone First,150,400.0,Hospitals and Health Care,"Medicaid Managed Care, Behavioral Health Care Services, Medicare Advantage SNP, Pharmacy Benefits Management, Specialty Pharmacy, Long Term Services and Supports",Privately Held,United States,Philadelphia,EST
6890,Keystone Foods,3000,11000.0,Food and Beverage Manufacturing,"Proteins Processing, Leadership in Food Safety and Quality, KEYSTAR CSR Program, Global Reach, Product Innovation",Public Company,United States,West Chester,EST
6900,Khidmah,300,1500.0,Facilities Services,"Integrated Facility Management, Maintenance Solutions, Landscaping Solutions, Cleaning Solutions, Hospitality Solutions, Pest Control, MEP Services, Concierge Services, Professional and Certified Lifeguard Services, First Aid and Lifeguard Training Consultancy and Management",Sole Proprietorship,United Arab Emirates,Abu Dhabi,GST
6910,Kleinfelder,900,2000.0,Civil Engineering,"Architecture & Design, Facility/Operations Compliance, Construction Engineering & Testing, Geotechnical/Geologic Engineering, Design Engineering, Environmental Sciences & Engineering, Bridge Engineering, Risk Management, Sustainability, Water/Wastewater Science & Engineering, Program Management, Construction Management, Process, Mechanical & Electrical Engineering, Oil & Gas, Wastewater Infrastructure, Water Resources, Stormwater, Transportation, Commercial & Industrial Facilities, Power",Privately Held,United States,San Diego,EST
6920,Kloeckner Metals - Americas,2900,2500.0,Mechanical Or Industrial Engineering,,Public Company,United States,Roswell,EST
6930,Knights of Columbus,4200,1750.0,Financial Services,"Disability Income Insurance, Whole Life, Term Life, Long Term Care insurance, Annuities, Charity",Nonprofit,United States,New Haven,EST
6940,Knights of Columbus Insurance,3000,7000.0,Insurance,"Life Insurance, Annuities, Disability Income, Long Term Care",Nonprofit,United States,New Haven,EST
6950,Komatsu North America,5300,5700.0,Machinery Manufacturing,"Contruction, Mining and Forestry Equipment, Material handling",Public Company,United States,Chicago,EST
6960,Kona Grill,300,2200.0,Restaurants,"Sushi, American Grill, Happy Hour, Reverse Happy Hour, Best of...",Public Company,United States,Scottsdale,EST
6970,"Konica Minolta Business Solutions U.S.A., Inc.",3000,7500.0,Software Development,"Multifunction Printers (MFP), Digital Press, Workflow Solutions, IT Services, Technology Optimization, Enterprise Content Management (ECM), Security and Compliance, Cloud Services, Mobility, Optimized Print Services (MPS), Printing, Print Production, Industrial Printing, Packaging, Business Solutions, Industry Solutions, Intelligent Information Management, Help Desk, Video Surveillance, Digital Transformation, Cloud",Public Company,United States,Ramsey,EST
6980,Kraton Corporation,1900,2000.0,Chemical Manufacturing,,Privately Held,United States,The Woodlands,EST
6990,"Kwik Trip, Inc.",7500,24000.0,Retail,"Convenience Retail/Wholesale, petroleum, distribution center, warehouse, dairy",Privately Held,United States,La Crosse,EST
7000,L.A. Care Health Plan,3200,1900.0,Hospitals and Health Care,"HMO, Health Information Technology, Healthcare Insurance, Community Health",Nonprofit,United States,Los Angeles,EST
7010,LG Electronics North America,13000,5000.0,Computers and Electronics Manufacturing,"Consumer Electronics, Home Appliances, Air Conditioning, Home Entertainment, Mobile Communications, Solar, Display Technology, and B2B Products",Public Company,United States,Englewood Cliffs,EST
7020,LINN Energy,1800,1200.0,Oil and Gas,,Public Company,United States,Houston,EST
7030,LIQUIDATION CHANNEL,100,200.0,Retail,,Privately Held,United States,Austin,EST
7040,LIVEKINDLY Collective,200,500.0,Food & Beverages,,Privately Held,United States,New York City,EST
7050,Lab Safety Supply,100,300.0,Retail Office Equipment,,Public Company,United States,Janesville,EST
7060,Laborers Local 731,148,1500.0,Construction,,Nonprofit,United States,Astoria,EST
7070,"Lakeside Foods, Inc.",600,1200.0,Food and Beverage Manufacturing,"Food Manufacturing, Private Brand Food, Canned Vegetables, Frozen Vegetables, Canned Corn, Canned Peas, Canned Green Beans, Frozen Corn, Frozen Peas, Frozen Green Beans, Canned Dry Beans, Frozen Vegetables with Sauce, Frozen Whipped Topping, Consumer Food",Privately Held,United States,Manitowoc,EST
7080,Lands'​ End,1500,5000.0,Retail Apparel and Fashion,"Retail, Direct Sales, Catalog, Digital, Apparel and Fashion",Public Company,United States,Dodgeville,EST
7100,Lands'​ End Business,500,2200.0,Retail Apparel and Fashion,"Uniform Programs, Logo Embroidery, Promotional Products, Workwear, Business Uniforms, Company Apparel, Monogramming, Employee Gifts, Client Gifts, Team Outfitting",Public Company,United States,Dodgeville,EST
7110,Langan Engineering & Environmental Services,700,1200.0,Civil Engineering,"Geotechnical, Site/Civil and Environmental Engineering, Transportation/Traffic Engineering, Surveying, 3D Laser Scanning, and BIM, Cultural Resources, Natural Resources Assessments/Permitting, Landscape Architecture + Planning, GIS/Data Management Services",Privately Held,United States,Parsippany,EST
7120,Lastar Inc.,70,250.0,Computers and Electronics Manufacturing,"Cables, Connectivity, Wireless, Innovation, Audio / Video, Computer, PC, Consumer Electronics, Data Communication",Public Company,United States,Daylon,EST
7130,Le Bonheur Children's Hospital,900,3100.0,Hospitals and Health Care,"Pediatrics, Cardiology, Neonatology, Critical Care Medicine, Nephrology, Neurology, Orthopedics, Urology, Pulmonology, Gastroenterology",Nonprofit,United States,Memphis,EST
7140,Leggett & Platt,4200,22000.0,Furniture and Home Furnishings Manufacturing,"Automotive, Adjustable Beds, Bedding, Home Furniture, Work Furniture, Aerospace, Machinery, Flooring Products, Wire, Foam, Hydraulic Cylinders",Public Company,United States,Carthage,EST
7150,"Legrand, North America",5000,13000.0,"Appliances, Electrical, and Electronics Manufacturing",,Public Company,United States,West Hartford,EST
7160,LensCrafters,2500,12000.0,Retail Apparel and Fashion,"eyewear, eye care, retail, glasses, optometrist, optician, marketing, finance, real estate, information technology, accounting, sales",Public Company,United States,Cincinnati,EST
7170,Leonardo DRS,2200,7100.0,Defense and Space Manufacturing,"Information Technology, Defense, Intelligence, Aviation, Security, Surveillance, Power, Cyber Security, Infrared, Engineering, Innovation, STEM, Naval Systems, Maritime Systems, Satellite Communications, Network Infrastructure",Public Company,United States,Arlington,EST
7180,Leprino Foods,3200,4000.0,Food and Beverage Manufacturing,"dairy ingredients, mozzarella, cream, lactose, whey protein concentrate, provolone, reduced-fat Monterey jack and cheddar, wheyproteinisolate",Privately Held,United States,Denver,EST
7190,"Levinson & Associates, Inc.",30,100.0,Insurance,"Insurance, Marketing, CI, DI and LTC, Accident policies, Annuity, Premium Finance, IMO for Life Insurance",Public Company,United States,Coral Springs,EST
7200,Lexington Medical Center,3800,8000.0,Hospital & Health Care,"Heart Center, Women's Services, Cancer Center, Orthopaedics, Birth Center, Family Medicine, Urgent Care, General Surgery, Alzheimer's Care, Occupational Health, Weight-Loss Surgery, Emergency Medicine, Urgent Care, Health and Wellness",Nonprofit,United States,West Columbia,EST
7210,Lexus KSA,1000,2000.0,Motor Vehicle Manufacturing,,Privately Held,Saudi Arabia,Riyadh,AST
7220,Libbey,750,6100.0,Consumer Services,"Glassware, Dinnerware, Flatware, Serveware, beverageware, Tableware",Privately Held,United States,Toledo,EST
7230,Liberty Coca-Cola Beverages,2000,4000.0,Manufacturing,"CPG, Beverages, Distribution, Innovation, Branding, Sales, Coca-Cola",Privately Held,United States,Philadelphia,EST
7240,Lidl US,22000,29000.0,Retail,"Private Label, Grocery, Retail, Bakery, Low Prices, High Quality",Privately Held,United States,Arlington,EST
7250,Lids,800,4200.0,Retail,"Multi-Channel Retailer, All-Inclusive Team Sports Distributor, Custom Embroidery/Screen Printing, Branding Solutions",Privately Held,United States,Indianapolis,EST
7260,Life Technologies,3500,10000.0,Biotechnology Research,"Invitrogen, Applied Biosystems, Biotechnology tools and solutions, Sequencing, Reagents, Assays and kits, Benchtop, PCR instruments and consumables, Cloning and gene synthesis, Genome editing, Exosomes, Transfection, Protein expression and analysis, Cell media",Public Company,United States,Waltham,EST
7270,Lincoln Electric,3500,11000.0,Machinery Manufacturing,"Welding Consumables, Plasma Cutting Equipment, Welding Education, Technical Training & Seminars, Robotic Welding Automation, Weld Fume Control Solutions, Welding Safety Apparel, Welding Equipment, Welding Information Systems",Public Company,United States,Cleveland,EST
7280,Lindsay Corporation,1000,1200.0,Machinery Manufacturing,"Agricultural Irrigation, Railroad Structures and Signals, Water Management, Irrigation Technology, Road Infrastructure, Industrial Technology",Public Company,United States,Omaha,EST
7290,Lionbridge,750,6000.0,Translation and Localization,"Translation, Localization, Global Marketing, Product Engineering Services, Technical Writing, eLearning Services, Interpretation, Global Testing",Privately Held,United States,Waltham,EST
7300,Lionbridge Technologies,750,6000.0,Translation and Localization,"Traducción, Localización, Global Marketing, eLearning",Privately Held,United States,Waltham,EST
7310,Lionsgate,4000,900.0,Entertainment,"Film & Television Production and Distribution, Entertainment, Movies, TV, Home Entertainment, Channels",Public Company,United States,Santa Monica,EST
7320,"LiveArea, a Merkle Company",200,600.0,IT Services and IT Consulting,"Brand Development, Digital Commerce Strategy, Digital Analytics & Optimization, Visual Design, User Experience Design, Copywriting, Interactive Development, Content Creation, Display & Social Media Marketing, SEO & Paid Search, Email Marketing, Affiliate Marketing, Systems Integration, Omni-Channel Strategy, Commerce Platform Implementation, Platform Evaluation & Selection, Conversion Optimization, Storefront Management, Project Rescue, Managed Services, Business User Training & Enablement, NXT Intelligence, Service Design, Product Innovation, Connected Commerce, Performance Marketing, Orchestrated Services",Public Company,United States,Dallas,EST
7330,Lone Star Transportation,300,800.0,Truck Transportation,"Flat Bed, Heavy Haul, Over Dimensional, Oversized Freight",Public Company,United States,Fort Worth,EST
7340,Louisiana-Pacific Corporation,3200,4300.0,Wholesale Building Materials,,Public Company,United States,Nashville,EST
7350,Lucky Core Industries,100,300.0,Chemical Manufacturing,,Public Company,Pakistan,Karachi,PKT
7360,Lupin Pharmaceuticals,2300,18000.0,Pharmaceutical Manufacturing,,Privately Held,United States,Baltimore,EST
7370,MAGRABi Retail Group,300,1500.0,Retail Luxury Goods and Jewelry,"Luxury, Eyewear, Fashion, Lifestyle, Sunglasses, Eyeglasses, Contact Lenses, Ophthalmic Lenses, Accessories, Design, Retail, Innovation, Eye Care, Optical, Customization, Specialty Gifts, Personalization, Styling, Experiential Marketing, Customer Service",Privately Held,United Arab Emirates,Dubai,GST
7380,"MEC (Mayville Engineering Company, Inc.)",200,1000.0,Industrial Machinery Manufacturing,,Public Company,United States,Mayville,EST
7390,MERS / Goodwill,80,1000.0,Non-profit Organizations,"Job Development, Job Coaching, Job Networking, Business Development, Retail, Social Work, Education",Nonprofit,United States,Saint Louis,EST
7400,"MHA - Springfield, MA",50,500.0,Non-profit Organizations,"Mental Health, Nonprofit, Developmental Disabilities , Intellectual Disabilities , Brain Injuries, Counseling, Addiction, Rehabilitation, Homelessness, Homeless, Disabilities, Acquired Brain Injuries, Addiction Recovery, Residential Support, Emotional Health, Health and Wellness, Healthcare",Nonprofit,United States,Springfield,EST
7410,MKS Instruments,2200,6200.0,Semiconductor Manufacturing,,Public Company,United States,Andover,EST
7420,MOD Pizza,400,7500.0,Restaurants,Specializing in individual artisan-style pizzas and salads,Privately Held,United States,Bellevue,EST
7430,MSA - The Safety Company,1400,4200.0,Public Safety,"Safety Product Manufacturing, Gas and Flame Detection, Head Protection, Fall Protection, Respiratory Protection, Eye/Face/Hearing Protection, Thermal Imaging Cameras, Safety Training, Personal Protective Equipment",Public Company,United States,Cranberry Township,EST
7440,MSC Industrial Supply Co.,3300,6500.0,Wholesale,"Distribution, Maintenance, Repair & Operations (MRO) Solutions, Metalworking Solutions & Expertise, ControlPoint Inventory Management Technology Solutions, Supply Chain Expertise & Services, Facility Management, Inventory Management Services, Manufacturing",Public Company,United States,Davidson,EST
7450,MSX International,1400,6000.0,Business Consulting and Services,"automotive industry, sales distribution, warranry management, customer engagement, technical publications, learning, technical information, data and insights, aftersales, repair optimisation, retail business tranformation, Consumer Experience, sales performance, EVs , new agency models",Privately Held,United States,Detroit,EST
7460,MTS Systems Corporation,700,3000.0,Industrial Machinery Manufacturing,"Engineering, Test Systems, Design, Manufacturing, Materials Testing",Public Company,United States,Eden Prairie,EST
7470,Macmillan Learning,179,911.0,Education Management,"learning, teaching, learning science, analytics, authorship, active learning, higher education, education, college, textbooks, digital learning, remote learning, STEM, Economics, Composition, History, Communications, Math, Chemistry, Physics, Science, edtech, Student Engagement, HigherEd",Privately Held,United States,New York City,EST
7480,Macnica Americas,100,300.0,Semiconductor Manufacturing,"FPGA, Design Services, PCIe, Video, USB 3.0, Altera, SiTime, Intel, Ambarella, Image Sensors, LCDs, Machine Vision, Deep Learning, Video Processing, Video Transport, Storage, Broadcast Video, SMPTE, ADI, Analog Devices, SLVS-EC, ST2110, LCD Display, Touchscreen, optical bonding, distribution, inventory management, SOC, SoM, video imaging, AI, Pro AV, Canon, Lantronix, Infineon, i-chips, Prophesee, innolux, Ortustech",Public Company,United States,Solana Beach,EST
7490,Madewell,1200,3000.0,Retail Apparel and Fashion,"retail, jeans, specialty apparel, denim",Privately Held,United States,New York,EST
7500,"MagRabbit, Inc.",30,100.0,IT Services and IT Consulting,"Legacy Technology Migration, ERP On-Going Maintenance, Custom Business Mobile/Web Apps, Salesforece Cloud Apps, IOT Turnkey Development, Cloud DevOPs, Supply Chain Managemnt, K1-K12 Digital Books Development, Product Procurements",Privately Held,United States,Cedar Park,EST
7510,Magic Leap,500,1000.0,Consumer Electronics,,Privately Held,United States,Plantation,EST
7520,Magrabi Hospitals & Centers,900,3200.0,Hospitals and Health Care,"Ophthalmology, ENT, Dentistry",Privately Held,Saudi Arabia,Jeddah & Mecca,AST
7530,Makino,1500,3400.0,Machinery Manufacturing,"Horizontal Machining Centers, Vertical Machining Centers, Wire EDMs, Sinker EDMs, 5-Axis Machining Centers, Engineering Services, Grinding, Die and Mold, Die & Mould, Tooling, Part Processing, Automation Processes, Tool Changers, Technical Solutions, Smart Machines, Spindles, Automated Cells & Systems, RAM EDM, Automation, Turnkey, Manufacturing Processes, Software, Digital Technologies, Manufacturing, Component Processing",Privately Held,United States,Mason,EST
7540,Manatron,80,200.0,Software Development,"Government land and property administration software development, CAMA (computer aided mass appraisal) software, property tax assessment, records management, tax collection software, land registry, Geographic Information Systems (GIS)",Privately Held,United States,Portage,EST
7550,Marathon Oil Corporation,5400,2300.0,Oil and Gas,"Exploration, Production",Public Company,United States,Houston,EST
